id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,minutes_internationales,retour_client,resiliation
GN-100501,Conakry,M,43,2328285,17,Prépayé,Oui,Oui,114700.0,Orange Money,118.98,68.89,2131.9,43,1,0,6,4.8,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100502,Mamou,M,42,1077617,13,Prépayé,Non,Non,61300.0,Orange Money,90.26,11.28,714.6,37,0,3,2,5.6,Parfois ça coupe un peu mais globalement ça va.,0
GN-100503,Conakry,F,37,1572266,65,Prépayé,Non,Non,154800.0,Orange Money,57.03,28.7,770.7,39,2,1,0,0.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100504,Mamou,M,37,1961615,4,Prépayé,Non,Non,112900.0,Orange Money,78.06,43.19,1075.1,32,1,2,0,2.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100505,Boké,M,23,1266494,10,Prépayé,Non,Non,174100.0,Orange Money,71.21,48.54,153.0,35,2,0,0,1.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-100506,Mamou,F,21,506941,27,Prépayé,Non,Non,377100.0,Carte bancaire,53.99,67.33,1398.1,39,1,2,1,17.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100507,Mamou,M,49,643442,2,Prépayé,Non,Non,318800.0,Orange Money,108.17,43.07,483.7,36,3,1,7,0.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100508,Kankan,M,28,1679727,15,Prépayé,Non,Non,80900.0,Orange Money,93.46,64.68,2439.3,28,5,1,0,2.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100509,Mamou,F,16,1607977,17,Prépayé,Non,Non,319700.0,Espèces,101.57,73.13,471.7,40,1,0,0,9.3,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100510,Mamou,M,33,1227351,71,Postpayé,Non,Non,179300.0,Autre wallet,31.1,21.25,452.4,32,2,0,7,12.6,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100511,Labé,F,39,1533025,14,Postpayé,Non,Non,237000.0,Orange Money,70.78,66.99,464.4,32,2,3,4,0.1,"Service moyen, je recharge quand il faut, ça fait l’affaire.",1
GN-100512,Kankan,F,36,888570,30,Prépayé,Non,Non,97000.0,Orange Money,89.22,41.99,431.6,46,1,1,0,9.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-100513,Conakry,M,19,2825083,9,Prépayé,Non,Non,174200.0,Orange Money,30.34,139.49,1442.2,43,1,1,0,7.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100514,Conakry,M,19,926789,46,Prépayé,Non,Non,160200.0,Orange Money,91.32,34.32,1508.3,36,1,0,6,10.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100515,Conakry,F,39,2286834,29,Prépayé,Non,Non,60700.0,Carte bancaire,25.78,61.94,1074.0,31,1,1,1,2.9,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100516,Conakry,M,16,2320331,22,Postpayé,Non,Non,296900.0,Espèces,82.25,71.39,465.8,31,1,0,10,1.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100517,Faranah,F,46,956741,37,Prépayé,Non,Non,219100.0,Orange Money,58.29,59.82,1714.8,34,3,0,1,2.9,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-100518,Kankan,M,30,1277627,57,Prépayé,Non,Oui,147400.0,Orange Money,0.0,53.99,300.3,42,3,1,8,1.0,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100519,Conakry,F,49,1127580,3,Prépayé,Oui,Non,157900.0,Autre wallet,68.03,33.27,1873.6,40,2,1,4,2.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100520,Labé,F,48,1148165,19,Prépayé,Non,Non,114200.0,Orange Money,93.87,39.81,645.4,39,2,1,0,23.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100521,Conakry,F,22,2005035,35,Prépayé,Non,Non,276500.0,Carte bancaire,55.28,80.91,550.7,37,4,2,5,4.5,"Service client joignable, délai un peu long parfois.",1
GN-100522,Conakry,M,40,1302610,10,Prépayé,Non,Non,322500.0,Orange Money,64.04,53.86,413.4,29,4,3,0,2.9,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-100523,Conakry,F,29,1768458,52,Postpayé,Non,Non,240000.0,Orange Money,26.43,0.0,1209.4,38,1,1,0,2.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-100524,Kankan,M,33,1396396,9,Prépayé,Non,Non,196200.0,Carte bancaire,47.15,97.53,444.0,29,3,0,10,0.9,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100525,Conakry,F,21,739248,39,Prépayé,Non,Non,267200.0,Orange Money,99.05,33.57,828.3,35,3,2,5,4.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-100526,Conakry,M,30,2177543,16,Postpayé,Oui,Non,494900.0,Carte bancaire,43.05,92.96,395.9,35,2,0,8,1.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-100527,Conakry,F,34,1567959,13,Postpayé,Non,Non,659200.0,Orange Money,66.11,70.03,958.4,27,2,2,10,5.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100528,Conakry,F,42,1924003,46,Prépayé,Non,Non,39800.0,Orange Money,41.4,84.72,542.2,31,1,1,0,1.7,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
GN-100529,Conakry,F,36,1186748,63,Postpayé,Oui,Non,344600.0,Orange Money,0.0,31.9,665.8,32,1,0,7,3.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100530,Conakry,M,29,535633,44,Prépayé,Non,Oui,83800.0,Orange Money,43.73,53.37,594.6,27,0,2,2,8.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100531,Labé,M,23,566543,29,Prépayé,Oui,Non,119000.0,Carte bancaire,55.41,42.32,2053.3,32,5,1,0,21.4,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100532,Mamou,M,48,916715,9,Prépayé,Non,Non,120900.0,Autre wallet,58.38,76.58,183.1,24,5,4,5,9.0,Parfois ça coupe un peu mais globalement ça va.,0
GN-100533,Faranah,F,27,808262,58,Prépayé,Non,Non,53300.0,Espèces,49.14,0.0,1416.9,25,1,0,1,7.1,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-100534,Boké,M,48,1214231,9,Prépayé,Non,Non,74100.0,Espèces,17.56,15.62,660.0,32,4,1,0,1.2,"Y a trop de coupures, même pour un simple appel.",1
GN-100535,N’Zérékoré,M,34,958654,10,Prépayé,Non,Oui,202100.0,Orange Money,36.75,52.35,1624.0,31,2,2,1,7.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100536,Labé,F,35,1577523,4,Prépayé,Non,Oui,200700.0,Espèces,112.6,33.52,1198.1,35,4,3,0,0.2,"Service moyen, je recharge quand il faut, ça fait l’affaire.",1
GN-100537,Conakry,F,18,1460546,9,Postpayé,Non,Non,469400.0,Orange Money,92.81,69.9,863.5,43,3,1,11,1.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100538,Kankan,F,29,781148,9,Postpayé,Non,Non,296100.0,Autre wallet,45.79,47.9,214.8,36,3,1,4,2.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100539,Labé,M,45,1203428,37,Prépayé,Non,Non,68200.0,Espèces,62.72,39.05,731.4,28,4,2,3,0.6,"Souvent ça coupe fort, on dirait la connexion dort.",1
GN-100540,N’Zérékoré,M,43,917842,39,Prépayé,Non,Non,207000.0,Orange Money,89.78,50.33,679.6,37,4,1,0,10.9,"Internet lent certains soirs à Matoto, sinon ok.",1
GN-100541,Labé,F,21,1264588,46,Prépayé,Oui,Non,76000.0,Carte bancaire,24.1,94.28,339.8,23,2,0,3,0.6,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-100542,Faranah,M,48,758450,37,Prépayé,Non,Non,71100.0,Orange Money,86.25,77.51,554.8,37,0,0,0,6.6,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
GN-100543,N’Zérékoré,F,22,934197,7,Prépayé,Non,Oui,140400.0,Orange Money,45.96,63.71,2353.8,25,1,1,1,0.5,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-100544,Conakry,F,37,1545077,63,Prépayé,Oui,Oui,52600.0,Carte bancaire,28.75,71.49,954.9,42,5,0,0,10.5,"Service client joignable, délai un peu long parfois.",1
GN-100545,Kindia,F,40,851370,4,Prépayé,Non,Non,113400.0,Orange Money,92.29,0.0,255.5,41,0,0,0,2.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100546,Conakry,M,25,2802431,5,Prépayé,Non,Non,259100.0,Carte bancaire,77.18,32.58,627.6,36,4,0,7,0.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100547,Kankan,F,26,1460918,50,Prépayé,Non,Non,86500.0,Carte bancaire,66.67,88.01,181.0,34,3,1,3,10.5,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100548,Conakry,M,37,1525793,21,Postpayé,Non,Oui,414600.0,Autre wallet,19.92,88.1,575.8,38,0,1,8,3.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100549,Conakry,F,18,1493193,2,Prépayé,Non,Non,87800.0,Carte bancaire,38.05,16.73,2133.8,36,1,1,5,6.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100550,Conakry,M,51,1387434,1,Prépayé,Oui,Non,96900.0,Carte bancaire,65.05,38.98,501.1,37,2,0,0,1.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100551,Labé,F,40,1860709,16,Prépayé,Non,Non,429200.0,Carte bancaire,36.82,38.84,1489.1,30,4,1,2,1.3,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100552,Boké,M,18,1579567,42,Prépayé,Non,Non,59500.0,Orange Money,34.06,30.5,1012.6,37,3,1,5,2.8,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100553,Conakry,M,25,1121063,19,Postpayé,Non,Non,384600.0,Orange Money,100.79,62.6,608.4,30,2,1,11,9.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100554,Boké,M,16,752519,18,Prépayé,Non,Non,113800.0,Orange Money,40.72,0.0,1616.6,24,3,1,2,1.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100555,Conakry,M,27,2056314,10,Prépayé,Non,Oui,143600.0,Espèces,77.57,67.03,1274.8,31,3,0,4,2.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-100556,Conakry,F,22,1750911,10,Prépayé,Non,Oui,22900.0,Orange Money,53.53,0.0,864.2,26,4,1,1,17.5,"Service client joignable, délai un peu long parfois.",0
GN-100557,Kindia,M,38,1493922,19,Prépayé,Non,Non,34800.0,Orange Money,90.03,84.15,731.2,40,2,0,0,12.9,Parfois ça coupe un peu mais globalement ça va.,1
GN-100558,Conakry,M,33,2044707,10,Prépayé,Non,Non,194100.0,Orange Money,101.21,9.32,1021.8,39,2,1,5,2.6,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100559,Kindia,M,29,1315543,97,Prépayé,Non,Oui,127700.0,Autre wallet,20.64,11.95,549.7,32,1,3,0,3.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100560,Labé,M,30,1506890,58,Prépayé,Non,Non,136600.0,Orange Money,13.78,56.57,1040.4,29,4,0,4,3.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100561,Conakry,M,35,1921978,12,Postpayé,Non,Non,283100.0,Orange Money,55.03,51.35,1007.6,35,3,1,7,2.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100562,Kindia,F,23,1524894,41,Prépayé,Non,Non,98400.0,Autre wallet,2.49,5.79,931.0,40,3,1,0,3.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100563,Conakry,M,29,2075638,18,Prépayé,Non,Oui,182900.0,Orange Money,40.41,84.04,188.8,39,1,1,3,1.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100564,Conakry,F,49,2259396,7,Prépayé,Non,Oui,247600.0,Orange Money,71.74,87.81,862.6,33,1,1,1,4.5,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100565,Conakry,M,16,2051488,78,Prépayé,Non,Non,63700.0,Carte bancaire,41.27,56.56,1457.5,45,0,0,2,5.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100566,Conakry,M,34,2048775,5,Prépayé,Oui,Oui,175600.0,Carte bancaire,109.45,51.77,500.4,37,2,0,0,1.2,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-100567,Conakry,M,36,2331187,19,Prépayé,Non,Non,94400.0,Orange Money,16.2,33.0,946.6,29,0,0,4,1.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100568,Kindia,M,47,1303626,46,Prépayé,Non,Oui,57800.0,Orange Money,21.74,55.14,743.4,30,1,0,0,1.8,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100569,Kankan,M,40,1318837,13,Prépayé,Non,Oui,114800.0,Orange Money,78.24,11.32,394.4,32,2,0,2,9.5,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-100570,Mamou,M,35,1389908,27,Postpayé,Oui,Oui,265000.0,Orange Money,31.25,51.72,367.8,38,2,0,11,3.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100571,Conakry,M,40,1995688,23,Prépayé,Non,Non,47600.0,Espèces,0.0,64.6,1450.0,44,1,1,0,3.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-100572,Conakry,M,24,1639402,22,Prépayé,Non,Oui,161000.0,Orange Money,69.29,23.83,367.9,29,4,1,8,4.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100573,Conakry,F,16,512599,13,Prépayé,Non,Non,217500.0,Carte bancaire,0.0,36.05,532.1,26,5,2,0,0.5,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-100574,Conakry,F,56,1471113,4,Prépayé,Non,Oui,99100.0,Orange Money,59.64,98.26,825.0,30,3,3,0,1.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100575,Conakry,F,30,2273842,9,Postpayé,Non,Non,133900.0,Orange Money,46.47,68.2,361.0,41,3,0,8,1.9,"Service client joignable, délai un peu long parfois.",1
GN-100576,Conakry,M,26,1869563,13,Postpayé,Oui,Non,261600.0,Orange Money,76.32,31.83,529.0,34,1,2,9,1.3,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100577,Faranah,M,50,1193677,8,Prépayé,Oui,Oui,139600.0,Orange Money,20.45,69.7,1289.4,28,1,1,0,5.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100578,Labé,M,33,1201387,31,Postpayé,Non,Non,394500.0,Espèces,98.73,45.24,465.3,39,1,0,11,5.8,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100579,Mamou,M,33,1380055,36,Prépayé,Non,Oui,158300.0,Autre wallet,68.35,33.43,4242.0,29,1,1,0,0.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100580,Conakry,M,33,1516359,47,Prépayé,Non,Non,311100.0,Carte bancaire,102.9,85.78,378.1,31,1,1,0,8.7,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100581,Mamou,M,43,1259079,15,Prépayé,Non,Oui,51800.0,Autre wallet,49.1,41.59,2037.3,38,0,0,7,0.2,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100582,Faranah,F,16,764261,9,Postpayé,Non,Oui,390600.0,Orange Money,20.3,2.93,646.7,40,1,0,3,6.8,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100583,Conakry,M,35,1084971,57,Prépayé,Non,Oui,604900.0,Orange Money,43.06,0.0,1123.5,22,0,2,0,4.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100584,Kankan,M,38,1269697,7,Postpayé,Non,Oui,395900.0,Orange Money,43.97,19.4,772.9,48,2,0,7,3.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100585,Kankan,F,36,1085181,88,Prépayé,Non,Non,106700.0,Orange Money,61.2,19.36,483.0,43,1,2,0,1.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100586,Mamou,M,30,1686586,16,Prépayé,Non,Oui,85900.0,Orange Money,50.28,81.76,708.6,35,3,2,0,16.4,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-100587,Kankan,F,29,1258796,36,Prépayé,Non,Non,69800.0,Orange Money,56.13,99.95,193.7,43,1,0,0,9.9,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
GN-100588,Kindia,M,29,1405434,24,Prépayé,Non,Non,149100.0,Orange Money,0.0,44.88,445.5,35,1,1,2,2.2,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100589,Labé,M,16,1411924,39,Prépayé,Non,Non,179500.0,Orange Money,53.16,33.34,1724.9,24,4,0,0,8.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-100590,Boké,M,49,1128500,27,Prépayé,Non,Non,28900.0,Orange Money,72.54,26.91,1529.8,22,1,1,11,17.7,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100591,Labé,M,22,931580,9,Prépayé,Non,Oui,213100.0,Orange Money,84.01,37.13,490.3,44,0,0,1,2.4,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100592,Conakry,M,35,1706619,11,Prépayé,Non,Oui,202600.0,Orange Money,69.24,6.48,1696.3,37,3,3,5,0.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100593,Mamou,F,24,653873,11,Postpayé,Non,Non,247400.0,Orange Money,35.48,84.57,526.0,36,2,1,13,9.0,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-100594,Conakry,F,22,1256711,64,Prépayé,Non,Oui,105400.0,Orange Money,30.24,90.45,920.5,33,0,2,0,7.4,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100595,Boké,M,24,1259664,8,Prépayé,Non,Non,98000.0,Orange Money,92.19,12.13,392.4,29,3,0,0,7.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100596,Conakry,M,38,1702180,92,Prépayé,Non,Oui,105600.0,Orange Money,37.2,15.96,1024.7,39,3,0,0,3.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100597,Kankan,M,23,1436300,18,Prépayé,Oui,Non,58800.0,Carte bancaire,79.66,52.88,136.0,33,3,0,2,6.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100598,Boké,M,45,1009724,11,Prépayé,Non,Oui,41700.0,Orange Money,71.57,28.04,735.4,39,1,0,4,2.2,Parfois ça coupe un peu mais globalement ça va.,0
GN-100599,Kankan,F,30,1076300,6,Prépayé,Non,Non,86700.0,Orange Money,16.97,32.64,2363.9,35,2,2,4,1.8,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-100600,N’Zérékoré,F,31,1066630,4,Postpayé,Non,Non,415100.0,Autre wallet,55.54,23.88,728.0,34,1,1,6,1.9,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100601,Labé,F,45,582026,3,Prépayé,Non,Non,143900.0,Carte bancaire,82.24,9.41,958.5,37,1,0,0,14.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100602,Labé,F,42,1235198,5,Prépayé,Non,Oui,263300.0,Orange Money,116.58,25.22,532.3,21,1,2,0,5.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-100603,Conakry,M,29,1058700,34,Prépayé,Non,Oui,318700.0,Orange Money,41.38,123.97,492.3,32,1,0,8,2.1,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100604,Conakry,F,43,1187694,33,Prépayé,Non,Non,211800.0,Orange Money,58.71,52.96,802.0,27,3,1,2,2.2,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100605,Kindia,M,16,525709,43,Prépayé,Non,Non,80900.0,Orange Money,24.72,47.55,310.6,32,1,2,0,5.0,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100606,Boké,F,32,1957824,22,Prépayé,Non,Non,247600.0,Orange Money,49.82,39.08,322.8,34,2,1,1,2.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100607,Conakry,M,36,1865042,47,Prépayé,Non,Non,25800.0,Orange Money,113.93,29.21,490.6,33,1,0,5,5.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100608,Faranah,M,50,1328450,9,Prépayé,Oui,Non,143700.0,Orange Money,72.4,72.11,507.1,30,1,0,4,4.9,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100609,Boké,F,29,2121156,20,Prépayé,Non,Non,164100.0,Orange Money,45.83,61.22,468.0,32,1,1,3,10.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100610,Kindia,F,39,1248632,32,Prépayé,Non,Oui,168100.0,Orange Money,38.42,83.74,435.0,31,3,2,8,15.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100611,Labé,F,37,932919,10,Prépayé,Oui,Oui,135500.0,Orange Money,71.76,60.0,943.6,32,1,0,5,13.7,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100612,Conakry,M,16,610990,80,Prépayé,Non,Non,135500.0,Autre wallet,112.47,24.22,461.8,37,3,0,0,3.4,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100613,Conakry,F,33,2262524,22,Prépayé,Non,Non,36600.0,Orange Money,63.6,39.26,300.9,29,0,0,0,3.7,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100614,Conakry,M,16,1368438,9,Postpayé,Non,Oui,565200.0,Orange Money,74.37,68.07,726.2,38,2,0,6,2.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100615,Conakry,F,46,1927252,7,Prépayé,Oui,Non,192300.0,Orange Money,41.91,45.19,1121.9,38,2,0,10,1.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100616,Conakry,F,32,1419297,85,Prépayé,Non,Non,38100.0,Orange Money,98.59,50.33,459.1,36,2,0,5,3.1,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100617,Faranah,F,18,1271334,45,Postpayé,Non,Non,388900.0,Autre wallet,36.22,57.01,381.8,39,1,0,5,4.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100618,Labé,M,32,336809,26,Prépayé,Oui,Non,317800.0,Orange Money,51.42,0.0,687.0,36,1,2,4,0.7,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100619,Kankan,F,24,1331861,2,Prépayé,Non,Non,85000.0,Espèces,41.87,40.06,1309.5,29,2,0,9,10.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100620,Mamou,F,23,916051,144,Prépayé,Non,Non,177000.0,Autre wallet,0.0,40.2,835.3,34,1,2,6,0.6,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100621,Conakry,M,22,1258712,47,Prépayé,Non,Non,81500.0,Orange Money,56.15,16.57,124.6,29,2,1,1,10.3,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100622,Boké,F,16,775345,23,Prépayé,Non,Non,101800.0,Autre wallet,34.06,69.23,2010.7,34,1,2,5,0.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100623,Boké,M,27,1129253,21,Prépayé,Non,Non,159700.0,Orange Money,127.03,39.71,688.8,31,1,1,0,9.9,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100624,Kankan,F,24,790992,22,Prépayé,Non,Oui,80500.0,Autre wallet,63.36,51.06,663.2,34,1,2,8,0.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-100625,Boké,M,34,1071819,8,Prépayé,Non,Non,281400.0,Orange Money,117.59,37.95,410.6,29,1,3,0,12.0,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100626,Conakry,F,35,3005663,12,Prépayé,Oui,Oui,205400.0,Orange Money,12.27,86.67,1452.5,27,3,0,1,15.5,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100627,Faranah,M,31,695063,68,Prépayé,Non,Non,141200.0,Orange Money,35.1,62.85,1650.9,40,4,2,3,2.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-100628,Conakry,M,23,1980338,34,Prépayé,Non,Non,67500.0,Orange Money,91.05,19.26,695.2,42,0,1,3,11.0,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100629,Conakry,M,16,300000,10,Prépayé,Non,Non,57200.0,Carte bancaire,93.2,28.14,598.9,48,3,0,1,3.9,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100630,Boké,M,28,2763117,1,Prépayé,Oui,Non,243500.0,Orange Money,25.73,39.76,798.2,30,3,2,0,0.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-100631,Conakry,F,37,1843235,23,Prépayé,Non,Non,285900.0,Orange Money,20.91,13.57,1076.6,39,2,1,0,1.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-100632,Mamou,M,35,1005122,2,Prépayé,Non,Non,192200.0,Carte bancaire,22.82,37.31,2898.4,40,0,1,2,0.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-100633,Conakry,M,28,2953368,34,Prépayé,Non,Non,201000.0,Orange Money,47.59,28.63,909.6,42,2,1,6,9.4,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-100634,Boké,F,21,1030844,20,Postpayé,Non,Non,491300.0,Orange Money,81.74,39.81,562.8,32,4,1,6,5.3,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-100635,Conakry,M,22,871840,52,Prépayé,Non,Non,247800.0,Orange Money,35.34,68.14,599.5,38,0,1,3,1.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-100636,Faranah,F,39,711235,7,Prépayé,Non,Oui,311700.0,Orange Money,0.0,48.17,256.0,30,2,1,10,6.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-100637,Kindia,F,44,831188,27,Postpayé,Oui,Non,231800.0,Orange Money,56.02,57.99,746.0,29,4,1,4,0.5,"Service client joignable, délai un peu long parfois.",0
GN-100638,Conakry,F,53,2043903,64,Prépayé,Non,Non,143400.0,Autre wallet,52.65,55.55,393.7,28,1,0,5,4.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-100639,Kindia,F,19,300000,2,Prépayé,Oui,Oui,15400.0,Orange Money,39.67,14.9,2333.1,42,0,1,0,4.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-100640,Kindia,F,36,1802125,69,Postpayé,Non,Non,484300.0,Orange Money,19.73,71.46,986.3,29,3,1,0,11.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100641,Mamou,F,16,1502196,11,Prépayé,Non,Oui,89500.0,Carte bancaire,14.25,50.58,985.5,28,1,0,1,4.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-100642,Faranah,F,26,1295173,7,Prépayé,Non,Non,67900.0,Autre wallet,0.0,61.01,644.1,35,3,1,0,2.1,"Internet lent certains soirs à Matoto, sinon ok.",1
